datetime,name,open,high,low,close,volume,oi,type,expiry,symbol,ltp,ltt,ltq,cp,atp,segment,bid_px,bid_qty,ask_px,ask_qty,bid_px_2,bid_qty_2,ask_px_2,ask_qty_2,bid_px_3,bid_qty_3,ask_px_3,ask_qty_3,bid_px_4,bid_qty_4,ask_px_4,ask_qty_4,bid_px_5,bid_qty_5,ask_px_5,ask_qty_5,ohlc_vol,ohlc_ts,tbq,tsq,vtt
2026-08-03 09:07:10.627,NIFTY,24600.0,24430.0,24430.0,24430.0,11700,13076635,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24430.0,1785491999000,65,24452.6,0.0,NFO-FUT,25501.1,65,23841.2,65,25063.9,130,24330.3,65,24900.0,65,24330.4,130,24892.7,65,24434.2,65,0.0,5655,0.0,260,11700.0,1785695400000.0,72020,53755,11700
2026-08-03 09:07:11.179,NIFTY,24600.0,24430.0,24430.0,24430.0,11765,13076635,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24430.0,1785491999000,65,24452.6,0.0,NFO-FUT,25501.1,65,23841.2,65,25063.9,130,24330.3,65,24900.0,65,24330.4,130,24892.7,65,24400.0,65,0.0,5655,0.0,260,11765.0,1785695400000.0,72020,53885,11765
2026-08-03 09:07:12.079,NIFTY,24600.0,24430.0,24430.0,24430.0,11765,13076635,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24430.0,1785491999000,65,24452.6,0.0,NFO-FUT,25501.1,65,23841.2,65,25063.9,130,24330.3,65,24900.0,65,24330.4,130,24892.7,65,24400.0,65,0.0,5655,0.0,260,11765.0,1785695400000.0,72020,53885,11765
2026-08-03 09:07:13.129,NIFTY,24600.0,24430.0,24430.0,24430.0,11765,13076635,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24430.0,1785491999000,65,24452.6,0.0,NFO-FUT,25501.1,65,23841.2,65,25063.9,130,24330.3,65,24900.0,65,24330.4,130,24892.7,65,24400.0,65,0.0,5655,0.0,260,11765.0,1785695400000.0,72020,53430,11765
2026-08-03 09:07:14.179,NIFTY,24601.5,24430.0,24430.0,24430.0,11765,13076635,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24430.0,1785491999000,65,24452.6,0.0,NFO-FUT,25501.1,65,23841.2,65,25063.9,130,24330.3,65,24900.0,65,24330.4,130,24892.7,65,24400.0,65,0.0,5655,0.0,260,11765.0,1785695400000.0,72930,53430,11765
2026-08-03 09:07:15.079,NIFTY,24601.5,24430.0,24430.0,24430.0,11765,13076635,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24430.0,1785491999000,65,24452.6,0.0,NFO-FUT,25501.1,65,23841.2,65,25063.9,130,24330.3,65,24900.0,65,24330.4,130,24892.7,65,24400.0,65,0.0,5655,0.0,260,11765.0,1785695400000.0,72995,53430,11765
2026-08-03 09:07:16.129,NIFTY,24601.5,24430.0,24430.0,24430.0,11765,13076635,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24430.0,1785491999000,65,24452.6,0.0,NFO-FUT,25501.1,65,23841.2,65,25063.9,130,24330.3,65,24900.0,65,24330.4,130,24892.7,65,24434.2,65,0.0,5655,0.0,260,11765.0,1785695400000.0,74945,53430,11765
2026-08-03 09:07:16.279,NIFTY,24601.5,24430.0,24430.0,24601.5,11765,12620920,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24601.5,1785728236187,65,24452.6,0.0,NFO-FUT,25501.1,65,23841.2,65,25063.9,130,24330.3,65,24900.0,65,24330.4,130,24892.7,65,24434.2,65,0.0,5655,0.0,260,11765.0,1785695400000.0,74945,53430,11765
2026-08-03 09:07:17.179,NIFTY,24601.5,24601.5,24601.5,24601.5,11700,12620920,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24601.5,1785728236187,65,24452.6,24601.5,NFO-FUT,24601.5,260,24602.0,65,24601.0,130,24604.0,65,24600.0,520,24604.9,130,24599.0,130,24606.0,325,24596.5,260,24608.0,65,11700.0,1785695400000.0,63245,41730,11700
2026-08-03 10:52:14.196,NIFTY,24601.5,24669.4,24580.5,24668.2,1584375,12251265,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24668.2,1785734532000,65,24452.6,24632.74,NFO-FUT,24668.0,650,24668.2,650,24667.7,520,24668.5,780,24667.0,65,24668.6,325,24666.7,130,24668.7,65,24666.0,130,24668.8,65,1584375.0,1785695400000.0,426855,423605,1584375
2026-08-03 10:52:14.635,NIFTY,24601.5,24669.4,24580.5,24668.2,1584375,12251265,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24668.2,1785734532000,65,24452.6,24632.74,NFO-FUT,24668.0,715,24668.2,650,24667.8,520,24668.5,130,24667.0,65,24668.6,65,24666.7,130,24668.8,65,24666.0,130,24668.9,195,1584375.0,1785695400000.0,428155,422890,1584375
2026-08-03 10:52:16.427,NIFTY,24601.5,24669.4,24580.5,24668.2,1584375,12251265,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24668.2,1785734532000,65,24452.6,24632.74,NFO-FUT,24668.0,780,24668.2,650,24667.7,520,24668.5,130,24667.0,65,24668.7,65,24666.7,130,24668.8,65,24666.1,1495,24668.9,780,1584375.0,1785695400000.0,429390,423150,1584375
2026-08-03 10:52:17.326,NIFTY,24601.5,24669.4,24580.5,24668.2,1584375,12251265,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24668.2,1785734532000,65,24452.6,24632.74,NFO-FUT,24668.0,780,24668.2,650,24667.7,520,24668.5,130,24667.0,65,24668.7,65,24666.7,130,24668.8,65,24666.1,1495,24668.9,780,1584375.0,1785695400000.0,429390,423150,1584375
2026-08-03 10:52:17.927,NIFTY,24601.5,24669.4,24580.5,24668.2,1584375,12251265,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24668.2,1785734532000,65,24452.6,24632.74,NFO-FUT,24668.0,780,24668.2,650,24667.7,520,24668.5,130,24667.0,65,24668.7,65,24666.7,130,24668.8,65,24666.1,1495,24668.9,780,1584375.0,1785695400000.0,429390,423150,1584375
2026-08-03 10:52:18.078,NIFTY,24601.5,24669.4,24580.5,24668.7,1584570,12251265,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24668.7,1785734537000,65,24452.6,24632.74,NFO-FUT,24668.1,455,24668.9,65,24668.0,1170,24669.0,65,24667.0,65,24669.1,130,24666.7,130,24669.4,260,24666.1,1105,24669.5,130,1584570.0,1785695400000.0,429195,422630,1584570
2026-08-03 10:52:18.827,NIFTY,24601.5,24669.4,24580.5,24668.7,1584570,12251265,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24668.7,1785734537000,65,24452.6,24632.74,NFO-FUT,24668.1,455,24668.9,65,24668.0,1170,24669.0,65,24667.0,65,24669.1,130,24666.7,130,24669.4,260,24666.1,1105,24669.5,130,1584570.0,1785695400000.0,429195,422630,1584570
2026-08-03 10:52:19.725,NIFTY,24601.5,24669.6,24580.5,24669.6,1585285,12251265,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24669.6,1785734538000,130,24452.6,24632.76,NFO-FUT,24668.3,390,24669.0,65,24668.0,1170,24669.3,130,24667.0,65,24669.5,65,24666.7,130,24669.6,585,24666.1,130,24669.7,65,1585285.0,1785695400000.0,428415,423280,1585285
2026-08-03 10:52:20.927,NIFTY,24601.5,24669.6,24580.5,24669.6,1585285,12251265,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24669.6,1785734538000,130,24452.6,24632.76,NFO-FUT,24668.3,390,24669.0,65,24668.0,1170,24669.3,130,24667.0,65,24669.5,65,24666.7,130,24669.6,585,24666.1,130,24669.7,65,1585285.0,1785695400000.0,428415,423280,1585285
2026-08-03 10:52:21.527,NIFTY,24601.5,24669.6,24580.5,24669.1,1585415,12251265,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24669.1,1785734540000,65,24452.6,24632.76,NFO-FUT,24668.4,65,24669.0,130,24668.3,390,24669.2,130,24668.0,1105,24669.5,585,24667.0,65,24669.7,130,24666.7,130,24669.8,845,1585415.0,1785695400000.0,430170,423475,1585415
2026-08-03 10:52:23.025,NIFTY,24601.5,24669.6,24580.5,24669.1,1585415,12251265,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24669.1,1785734540000,65,24452.6,24632.76,NFO-FUT,24668.5,65,24669.0,65,24668.4,390,24669.2,195,24668.0,1105,24669.5,585,24667.0,65,24669.7,130,24666.7,130,24669.8,715,1585415.0,1785695400000.0,429000,423475,1585415
2026-08-03 10:52:23.926,NIFTY,24601.5,24669.6,24580.5,24669.1,1585415,12251265,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24669.1,1785734540000,65,24452.6,24632.76,NFO-FUT,24668.5,65,24669.0,65,24668.4,390,24669.2,195,24668.0,1105,24669.5,585,24667.0,65,24669.7,130,24666.7,130,24669.8,715,1585415.0,1785695400000.0,429000,423475,1585415
2026-08-03 10:52:24.679,NIFTY,24601.5,24669.6,24580.5,24668.3,1586130,12251265,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24668.3,1785734544000,195,24452.6,24632.78,NFO-FUT,24668.2,130,24669.1,65,24668.0,1105,24669.2,130,24667.0,65,24669.6,390,24666.7,130,24669.7,195,24666.6,1105,24669.9,1755,1586130.0,1785695400000.0,429130,423930,1586130
2026-08-03 10:52:24.826,NIFTY,24601.5,24669.6,24580.5,24668.3,1586130,12251265,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24668.3,1785734544000,195,24452.6,24632.78,NFO-FUT,24668.2,130,24669.1,65,24668.0,1105,24669.2,130,24667.0,65,24669.6,390,24666.7,130,24669.7,195,24666.6,1105,24669.9,1755,1586130.0,1785695400000.0,429130,423930,1586130
2026-08-03 10:52:26.477,NIFTY,24601.5,24669.6,24580.5,24668.3,1586130,12251265,FUT,2026-08-25,NIFTY FUT 25 AUG 26,24668.3,1785734544000,195,24452.6,24632.78,NFO-FUT,24668.0,1560,24668.9,130,24667.0,65,24669.0,715,24666.7,130,24669.3,195,24666.6,1300,24669.5,390,24666.0,130,24669.6,325,1586130.0,1785695400000.0,429520,424645,1586130
