datetime,name,open,high,low,close,volume,oi,iv,expiry,strike,type,segment,symbol,delta,gamma,theta,vega,rho,atp,ltp,ltt,ltq,cp,bid_px,bid_qty,ask_px,ask_qty,bid_px_2,bid_qty_2,ask_px_2,ask_qty_2,bid_px_3,bid_qty_3,ask_px_3,ask_qty_3,bid_px_4,bid_qty_4,ask_px_4,ask_qty_4,bid_px_5,bid_qty_5,ask_px_5,ask_qty_5,ohlc_vol,ohlc_ts,tbq,tsq,vtt
2026-08-07 09:46:13.219,FINNIFTY,168.6,168.6,168.6,168.6,60,2280,0.1413726806640625,2026-08-25,26350.0,PE,NFO-OPT,FINNIFTY 26350 PE 25 AUG 26,-0.3066,0.0004,-8.1396,21.0022,-4.184,168.6,168.6,1786076096863,60,133.65,162.65,60.0,168.15,240.0,162.6,60.0,168.2,120.0,162.55,60.0,168.3,120.0,161.95,120.0,168.4,120.0,161.9,60.0,168.5,120.0,60.0,1786041000000.0,8340,4560,60
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-10-27,26000.0,PE,NFO-OPT,FINNIFTY 26000 PE 27 OCT 26,-1.0,0.0,0.0,0.0,-57.8715,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-10-27,24500.0,CE,NFO-OPT,FINNIFTY 24500 CE 27 OCT 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2026-08-07 09:46:13.219,FINNIFTY,226.65,286.8,226.65,285.35,4680,3300,0.14190673828125,2026-08-25,26650.0,PE,NFO-OPT,FINNIFTY 26650 PE 25 AUG 26,-0.4416,0.0005,-9.1845,23.6091,-6.0479,277.72,285.35,1786075913793,60,219.75,277.35,120.0,282.1,60.0,277.3,60.0,284.65,420.0,277.25,120.0,285.85,120.0,277.15,60.0,287.45,60.0,277.1,60.0,287.5,180.0,4680.0,1786041000000.0,8520,5640,4680
2026-08-07 09:46:13.219,FINNIFTY,681.2,681.2,681.2,681.2,0,960,0.11608123779296875,2026-08-25,26150.0,CE,NFO-OPT,FINNIFTY 26150 CE 25 AUG 26,0.8168,0.0004,-5.0514,15.8737,10.5815,0.0,681.2,1785479340000,60,681.2,719.35,60.0,741.6,60.0,717.55,120.0,742.55,120.0,646.05,120.0,805.4,120.0,646.0,600.0,805.55,1740.0,0.0,0.0,816.7,600.0,0.0,1786041000000.0,900,2640,0
2026-08-07 09:46:13.219,FINNIFTY,1700.0,1700.0,1700.0,1700.0,0,60,0.3018951416015625,2026-08-25,25250.0,CE,NFO-OPT,FINNIFTY 25250 CE 25 AUG 26,0.8146,0.0001,-13.2333,15.9897,10.0436,0.0,1700.0,1785909062000,60,1700.0,1214.25,120.0,1691.7,1740.0,1214.2,1740.0,1691.75,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786041000000.0,1860,1860,0
2026-08-07 09:46:13.219,FINNIFTY,0.0,0.0,0.0,0.0,0,0,0.0,2026-08-25,28150.0,PE,NFO-OPT,FINNIFTY 28150 PE 25 AUG 26,-1.0,0.0,0.0,0.0,-14.0668,0.0,0.0,315513000000,0,2073.9,1195.5,1740.0,1616.1,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786041000000.0,1740,1740,0
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-09-29,26600.0,CE,NFO-OPT,FINNIFTY 26600 CE 29 SEP 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2026-08-07 09:46:13.219,FINNIFTY,188.4,227.8,181.55,217.9,21180,29760,0.13988494873046875,2026-08-25,26500.0,PE,NFO-OPT,FINNIFTY 26500 PE 25 AUG 26,-0.3711,0.0005,-8.6695,22.6074,-5.0707,212.68,217.9,1786076169084,60,150.6,217.65,120.0,218.85,60.0,217.6,60.0,219.0,60.0,217.55,60.0,219.05,60.0,217.45,120.0,219.15,180.0,217.4,60.0,219.25,60.0,21180.0,1786041000000.0,12660,10260,21180
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-09-29,24600.0,PE,NFO-OPT,FINNIFTY 24600 PE 29 SEP 26,-1.0,0.0,0.0,0.0,-35.8842,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2026-08-07 09:46:13.219,FINNIFTY,,,,,0,0,0.0,2026-09-29,27200.0,CE,NFO-OPT,FINNIFTY 27200 CE 29 SEP 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2026-08-07 09:46:13.219,FINNIFTY,263.8,268.15,247.1,257.2,9360,12840,0.139312744140625,2026-08-25,26600.0,PE,NFO-OPT,FINNIFTY 26600 PE 25 AUG 26,-0.4171,0.0005,-8.9169,23.3479,-5.7059,256.18,257.2,1786076122383,120,175.0,256.95,420.0,258.75,120.0,256.9,120.0,264.9,540.0,256.8,120.0,264.95,120.0,256.7,60.0,265.1,780.0,256.65,60.0,265.2,60.0,9360.0,1786041000000.0,11340,8460,9360
2026-08-07 09:46:13.219,FINNIFTY,0.0,0.0,0.0,0.0,0,0,0.0,2026-08-25,27750.0,CE,NFO-OPT,FINNIFTY 27750 CE 25 AUG 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315513000000,0,127.6,0.1,120.0,101.4,420.0,0.05,300.0,101.45,300.0,0.0,0.0,183.8,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786041000000.0,420,2460,0
2026-08-07 09:46:13.219,FINNIFTY,11.55,11.55,11.55,11.55,0,360,0.18463134765625,2026-08-25,24750.0,PE,NFO-OPT,FINNIFTY 24750 PE 25 AUG 26,-0.027,0.0001,-1.8886,3.732,-0.3672,0.0,11.55,1785911531000,60,11.55,11.45,120.0,12.6,120.0,10.9,120.0,13.75,120.0,7.85,120.0,13.8,180.0,1.0,1800.0,20.65,1740.0,0.05,300.0,0.0,0.0,0.0,1786041000000.0,2460,2160,0
