datetime,open,high,low,close,volume,oi,name,symbol,strike,expiry,contract_type,side,iv,delta,gamma,vega,theta,rho,vanna,charm,vomma,speed,zomma,color,veta,ultima,dual_delta,dual_gamma
2026-07-16 09:15:00,8.25,8.5,8.25,8.5,1000.0,147400.0,BSE,BSE28JUL263300PE,3300.0,2026-07-28,OPT,PE,0.47135568556278984,-0.058898976300151104,0.00036112768592042385,0.8097875983785988,-1.5566273111734492,-0.002855165525113993,-0.3680666345626968,-2.5824554555576853,397.07010172377034,-1.8333245708650517e-06,0.001004601494076618,0.007048556879169231,3991.3449215065825,-582.9326493936081,0.06974468559368885,0.000469658434700436
2026-07-16 09:15:00,6.8,6.8,6.25,6.3,800.0,331600.0,BSE,BSE28JUL264400CE,4400.0,2026-07-28,OPT,CE,0.4938056193533754,0.046312427535752924,0.0002848050718740247,0.6690604114507883,-1.3473677112439653,-0.0021161815068486698,0.3481325934106681,2.5589296834983273,403.8098378550281,1.3305706819125625e-06,0.0011421788842523486,0.008395523734632229,3964.0988412538104,-18.314384243832073,-0.03817951685606311,0.00020834908004761275
2026-07-16 09:15:00,16.5,16.5,16.25,16.25,1000.0,143200.0,BSE,BSE28JUL264150CE,4150.0,2026-07-28,OPT,CE,0.4315189630981925,0.11564323440138581,0.0006547448260217934,1.344106084926622,-2.3653652230205884,-0.005458404680365277,0.576302828543223,3.701760148293791,475.821861830867,2.459344422978461e-06,0.0008005345963380902,0.0051420658016648,5057.084215431224,-1628.0780586792146,-0.1009532448637242,0.0005384248588704692
2026-07-16 09:15:00,22.2,22.2,20.3,20.3,800.0,471400.0,BSE,BSE28JUL264100CE,4100.0,2026-07-28,OPT,CE,0.4205880952995621,0.1416484414697811,0.0007733768021370832,1.5474253362826254,-2.654186609231852,-0.006818807077631323,0.6134507999221613,3.840558210116347,453.9803008041495,2.6549180632570874e-06,0.0004301175444494244,0.002692785577685973,5145.569574082816,-1911.5024794812075,-0.12506650297689845,0.0006515873566635235
2026-07-16 09:15:00,34.1,36.55,32.95,33.25,14800.0,1192400.0,BSE,BSE28JUL264000CE,4000.0,2026-07-28,OPT,CE,0.4047212770099621,0.21620379062705308,0.001050110340446296,2.0218668800383623,-3.3371318768391793,-0.011168735730595096,0.6223538909205047,3.749307708772602,337.00104820683725,2.67428835060896e-06,-0.0008443461122867568,-0.0050866772649024545,5039.838367832041,-1943.1075592932414,-0.19510013386407896,0.0009295316321033361
2026-07-16 09:15:00,57.75,60.45,54.95,54.95,12600.0,750400.0,BSE,BSE28JUL263900CE,3900.0,2026-07-28,OPT,CE,0.392905888130473,0.3230096045709845,0.0013247448618959802,2.4761808892658532,-3.9676712379352437,-0.018457805365297203,0.48546817009913745,2.839271589089624,153.7932913986374,1.8932070856623928e-06,-0.0025488727691627138,-0.014907140124573013,4585.333487115347,-1087.073749442453,-0.2976021013749265,0.001233537199148633
2026-07-16 09:15:00,73.05,73.85,68.25,70.4,4800.0,486400.0,BSE,BSE28JUL263850CE,3850.0,2026-07-28,OPT,CE,0.38903149936656656,0.3883529735194836,0.0014281631158837207,2.643164338237517,-4.193471614926544,-0.023647488584474765,0.349608865595391,2.024532920795096,68.38981280266823,1.1300329371650373e-06,-0.0033015471602967374,-0.0191187683533001,4330.465068989647,-518.5682644806747,-0.36132679555702574,0.0013646006530540467
2026-07-16 09:15:00,130.1,130.1,124.45,128.8,4200.0,386800.0,BSE,BSE28JUL263800PE,3800.0,2026-07-28,OPT,PE,0.3961079456672268,-0.538715821017465,0.0014533298312481542,2.738667630136754,-4.424025864423322,-0.04326415525114154,0.17020523132597745,1.0035617434422581,11.410784878410738,1.308691292599323e-07,-0.003608471029581182,-0.021276217243122238,4143.869482406023,-95.14558124931192,0.5674147855331781,0.0014254310538335696
2026-07-16 09:15:00,26.35,26.35,26.35,26.35,200.0,114200.0,BSE,BSE28JUL264050CE,4050.0,2026-07-28,OPT,CE,0.41463826299949347,0.17671045754146264,0.0009069148957867383,1.788947098334471,-3.0250436735485704,-0.008851013127848277,0.628010685700769,3.87609175260732,401.96085619327914,2.7017567082637802e-06,-0.00014948471613212557,-0.0009226220007610753,5143.810390320384,-2011.1141606742547,-0.15769711120708155,0.0007830792384442415
2026-07-16 09:15:00,95.05,101.8,94.1,100.95,3400.0,184800.0,BSE,BSE28JUL263750PE,3750.0,2026-07-28,OPT,PE,0.3914301256553186,-0.46596949067992055,0.0014722824321516785,2.7416181317640786,-4.376490452942653,-0.03390928938356174,-0.013877267910364866,-0.08085667140849985,0.8174681817394013,-8.569544639152891e-07,-0.003756900644813163,-0.02188979004470717,4085.7443039620503,-15.47195014444878,0.4945483420667412,0.001482783742187231
