datetime,name,open,high,low,close,volume,type,symbol,ltp,ltt,ltq,cp,segment,ohlc_vol,ohlc_ts
2026-08-07 09:46:15.624,MIDCPNIFTY,18683.04,18777.61,18652.97,18772.23,0,INDEX,MIDCPNIFTY,18772.23,1786076173576,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:46:21.694,MIDCPNIFTY,18683.04,18777.61,18652.97,18770.97,0,INDEX,MIDCPNIFTY,18770.97,1786076181579,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:46:29.644,MIDCPNIFTY,18683.04,18777.61,18652.97,18773.48,0,INDEX,MIDCPNIFTY,18773.48,1786076189583,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:46:37.755,MIDCPNIFTY,18683.04,18777.61,18652.97,18770.8,0,INDEX,MIDCPNIFTY,18770.8,1786076197587,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:46:45.692,MIDCPNIFTY,18683.04,18777.61,18652.97,18767.44,0,INDEX,MIDCPNIFTY,18767.44,1786076205591,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:46:53.797,MIDCPNIFTY,18683.04,18777.61,18652.97,18768.08,0,INDEX,MIDCPNIFTY,18768.08,1786076213595,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:47:01.745,MIDCPNIFTY,18683.04,18777.61,18652.97,18766.88,0,INDEX,MIDCPNIFTY,18766.88,1786076221598,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:47:09.693,MIDCPNIFTY,18683.04,18777.61,18652.97,18765.42,0,INDEX,MIDCPNIFTY,18765.42,1786076229602,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:47:17.794,MIDCPNIFTY,18683.04,18777.61,18652.97,18764.72,0,INDEX,MIDCPNIFTY,18764.72,1786076237604,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:47:25.744,MIDCPNIFTY,18683.04,18777.61,18652.97,18761.97,0,INDEX,MIDCPNIFTY,18761.97,1786076245609,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:47:33.694,MIDCPNIFTY,18683.04,18777.61,18652.97,18762.93,0,INDEX,MIDCPNIFTY,18762.93,1786076253613,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:47:41.793,MIDCPNIFTY,18683.04,18777.61,18652.97,18760.66,0,INDEX,MIDCPNIFTY,18760.66,1786076261617,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:47:49.745,MIDCPNIFTY,18683.04,18777.61,18652.97,18759.97,0,INDEX,MIDCPNIFTY,18759.97,1786076269622,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:47:57.845,MIDCPNIFTY,18683.04,18777.61,18652.97,18758.0,0,INDEX,MIDCPNIFTY,18758.0,1786076277627,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:48:05.794,MIDCPNIFTY,18683.04,18777.61,18652.97,18756.25,0,INDEX,MIDCPNIFTY,18756.25,1786076285630,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:48:13.741,MIDCPNIFTY,18683.04,18777.61,18652.97,18756.69,0,INDEX,MIDCPNIFTY,18756.69,1786076293633,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:48:21.851,MIDCPNIFTY,18683.04,18777.61,18652.97,18757.6,0,INDEX,MIDCPNIFTY,18757.6,1786076301638,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:48:29.794,MIDCPNIFTY,18683.04,18777.61,18652.97,18759.75,0,INDEX,MIDCPNIFTY,18759.75,1786076309643,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:48:37.893,MIDCPNIFTY,18683.04,18777.61,18652.97,18759.4,0,INDEX,MIDCPNIFTY,18759.4,1786076317646,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:48:45.844,MIDCPNIFTY,18683.04,18777.61,18652.97,18758.23,0,INDEX,MIDCPNIFTY,18758.23,1786076325650,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:48:53.794,MIDCPNIFTY,18683.04,18777.61,18652.97,18757.93,0,INDEX,MIDCPNIFTY,18757.93,1786076333655,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:49:01.743,MIDCPNIFTY,18683.04,18777.61,18652.97,18761.46,0,INDEX,MIDCPNIFTY,18761.46,1786076341660,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:49:09.855,MIDCPNIFTY,18683.04,18777.61,18652.97,18765.3,0,INDEX,MIDCPNIFTY,18765.3,1786076349664,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:49:17.793,MIDCPNIFTY,18683.04,18777.61,18652.97,18765.19,0,INDEX,MIDCPNIFTY,18765.19,1786076357667,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:49:25.892,MIDCPNIFTY,18683.04,18777.61,18652.97,18761.24,0,INDEX,MIDCPNIFTY,18761.24,1786076365671,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:49:33.853,MIDCPNIFTY,18683.04,18777.61,18652.97,18762.25,0,INDEX,MIDCPNIFTY,18762.25,1786076373676,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:49:41.796,MIDCPNIFTY,18683.04,18777.61,18652.97,18763.15,0,INDEX,MIDCPNIFTY,18763.15,1786076381680,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:49:49.897,MIDCPNIFTY,18683.04,18777.61,18652.97,18762.84,0,INDEX,MIDCPNIFTY,18762.84,1786076389685,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:49:57.845,MIDCPNIFTY,18683.04,18777.61,18652.97,18759.75,0,INDEX,MIDCPNIFTY,18759.75,1786076397689,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:50:05.948,MIDCPNIFTY,18683.04,18777.61,18652.97,18757.35,0,INDEX,MIDCPNIFTY,18757.35,1786076405694,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:50:13.895,MIDCPNIFTY,18683.04,18777.61,18652.97,18756.65,0,INDEX,MIDCPNIFTY,18756.65,1786076413698,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:50:21.845,MIDCPNIFTY,18683.04,18777.61,18652.97,18755.34,0,INDEX,MIDCPNIFTY,18755.34,1786076421701,0,18768.9,INDICES,0,1786041000000
2026-08-07 09:50:29.946,MIDCPNIFTY,18683.04,18777.61,18652.97,18756.93,0,INDEX,MIDCPNIFTY,18756.93,1786076429705,0,18768.9,INDICES,0,1786041000000
